FECHA HECHO,DEPARTAMENTO,MUNICIPIO,CANTIDAD
2012-02-04,NORTE DE SANTANDER,EL TARRA,1
2012-02-04,ANTIOQUIA,CHIGORODO,1
2012-02-04,PUTUMAYO,PUERTO ASIS,3
2012-02-04,PUTUMAYO,LEGUIZAMO,1
2012-02-05,ANTIOQUIA,ANORI,1
2012-02-05,PUTUMAYO,PUERTO ASIS,3
2012-02-06,NARIÑO,SAN ANDRES DE TUMACO,1
2012-02-07,ANTIOQUIA,ANORI,3
2012-02-07,NARIÑO,POLICARPA,1
2012-02-08,CALDAS,SAMANA,1
2012-02-08,CHOCÓ,BAJO BAUDO,1
2012-02-08,ANTIOQUIA,PUERTO NARE,1
2012-02-08,BOYACÁ,PUERTO BOYACA,1
2012-02-08,NARIÑO,SAN ANDRES DE TUMACO,1
2012-02-09,ANTIOQUIA,BELLO,1
2012-02-09,VALLE DEL CAUCA,DAGUA,1
2012-02-10,PUTUMAYO,LEGUIZAMO,1
2012-02-10,BOYACÁ,PUERTO BOYACA,1
2012-02-10,CAUCA,EL TAMBO,1
2012-02-10,VICHADA,CUMARIBO,1
2012-02-10,NARIÑO,MAGUI,1
2012-02-11,PUTUMAYO,LEGUIZAMO,1
2012-02-11,ANTIOQUIA,SAN LUIS,1
2012-02-11,CAUCA,CORINTO,1
2012-02-11,BOGOTÁ D.C.,"BOGOTA, D.C.",1
2012-02-11,SANTANDER,CIMITARRA,1
2012-02-11,VICHADA,CUMARIBO,1
2012-02-12,CÓRDOBA,TIERRALTA,1
2012-02-12,ANTIOQUIA,YONDO,3
2012-02-13,GUAVIARE,SAN JOSE DEL GUAVIARE,4
2012-02-13,NORTE DE SANTANDER,TIBU,2
2012-02-13,NARIÑO,MOSQUERA,1
2012-02-13,BOLÍVAR,CANTAGALLO,1
2012-02-13,TOLIMA,CHAPARRAL,1
2012-02-13,NARIÑO,SAN ANDRES DE TUMACO,2
2012-02-14,ANTIOQUIA,ANORI,3
2012-02-14,CAUCA,CORINTO,2
2012-02-15,PUTUMAYO,PUERTO ASIS,3
2012-02-16,PUTUMAYO,PUERTO CAICEDO,1
2012-02-16,ANTIOQUIA,PUERTO TRIUNFO,1
2012-02-16,NARIÑO,SAN ANDRES DE TUMACO,1
2012-02-17,META,LA MACARENA,1
2012-02-17,CÓRDOBA,MONTELIBANO,1
2012-02-17,PUTUMAYO,PUERTO CAICEDO,1
2012-02-18,BOLÍVAR,SANTA ROSA DEL SUR,1
2012-02-18,PUTUMAYO,PUERTO CAICEDO,1
2012-02-18,VICHADA,CUMARIBO,1
2012-02-19,ANTIOQUIA,ANORI,1
2012-02-19,ANTIOQUIA,SEGOVIA,1
2012-02-19,VALLE DEL CAUCA,BUENAVENTURA,1
2012-02-19,NORTE DE SANTANDER,LA ESPERANZA,1
2012-02-19,SANTANDER,CIMITARRA,1
2012-02-19,CAUCA,TORIBIO,1
2012-02-19,NARIÑO,BARBACOAS,1
2012-02-19,NARIÑO,OLAYA HERRERA,1
2012-02-20,CÓRDOBA,TIERRALTA,1
2012-02-20,NORTE DE SANTANDER,LA ESPERANZA,1
2012-02-20,SANTANDER,CIMITARRA,1
2012-02-21,CÓRDOBA,TIERRALTA,1
2012-02-21,PUTUMAYO,PUERTO CAICEDO,1
2012-02-21,NARIÑO,SAN ANDRES DE TUMACO,2
2012-02-22,NORTE DE SANTANDER,LA ESPERANZA,1
2012-02-22,CAUCA,CORINTO,2
2012-02-22,NARIÑO,POLICARPA,1
2012-02-22,PUTUMAYO,PUERTO CAICEDO,1
2012-02-22,VICHADA,CUMARIBO,1
2012-02-22,NARIÑO,SAN ANDRES DE TUMACO,1
2012-02-23,META,VISTAHERMOSA,1
2012-02-23,CAQUETÁ,CARTAGENA DEL CHAIRA,1
2012-02-23,NORTE DE SANTANDER,TIBU,1
2012-02-23,CHOCÓ,RIOSUCIO,1
2012-02-23,NORTE DE SANTANDER,CUCUTA,1
2012-02-24,GUAVIARE,SAN JOSE DEL GUAVIARE,1
2012-02-24,CÓRDOBA,TIERRALTA,1
2012-02-25,CÓRDOBA,TIERRALTA,2
2012-02-25,META,URIBE,1
2012-02-25,PUTUMAYO,PUERTO ASIS,1
2012-02-25,ANTIOQUIA,CHIGORODO,3
2012-02-26,CHOCÓ,CARMEN DEL DARIEN,1
2012-02-27,VALLE DEL CAUCA,BUENAVENTURA,1
2012-02-27,ANTIOQUIA,SONSON,1
2012-02-27,ANTIOQUIA,PUERTO TRIUNFO,1
2012-02-27,CALDAS,SAMANA,4
2012-02-27,SANTANDER,CIMITARRA,1
2012-02-27,NARIÑO,OLAYA HERRERA,1
2012-02-28,CAUCA,BOLIVAR,1
2012-03-01,CHOCÓ,TADO,2
2012-03-01,CHOCÓ,CARMEN DEL DARIEN,1
2012-03-01,BOLÍVAR,SANTA ROSA DEL SUR,1
2012-03-02,ANTIOQUIA,MACEO,1
2012-03-03,SANTANDER,VELEZ,1
2012-03-03,BOLÍVAR,MONTECRISTO,5
2012-03-04,CAQUETÁ,CARTAGENA DEL CHAIRA,1
2012-03-04,GUAVIARE,MIRAFLORES,1
2012-03-04,BOLÍVAR,MORALES,2
2012-03-04,NARIÑO,LA TOLA,1
2012-03-04,NARIÑO,BARBACOAS,12
2012-03-05,CHOCÓ,TADO,2
2012-03-05,NARIÑO,SAN ANDRES DE TUMACO,10
2012-03-06,VALLE DEL CAUCA,BUENAVENTURA,1
2012-03-06,PUTUMAYO,VALLE DEL GUAMUEZ,1
2012-03-06,NARIÑO,SAN ANDRES DE TUMACO,1
2012-03-07,CÓRDOBA,TIERRALTA,1
2012-03-07,NARIÑO,SAN ANDRES DE TUMACO,1
2012-03-08,PUTUMAYO,LEGUIZAMO,5
2012-03-08,ANTIOQUIA,PUERTO TRIUNFO,1
2012-03-08,CAUCA,MORALES,1
2012-03-09,META,LA MACARENA,1
2012-03-09,META,PUERTO CONCORDIA,1
2012-03-09,ANTIOQUIA,MUTATA,1
2012-03-09,PUTUMAYO,ORITO,2
2012-03-09,ANTIOQUIA,APARTADO,3
2012-03-09,BOGOTÁ D.C.,"BOGOTA, D.C.",1
2012-03-10,CAQUETÁ,CARTAGENA DEL CHAIRA,1
2012-03-10,NORTE DE SANTANDER,TEORAMA,2
2012-03-10,NORTE DE SANTANDER,TIBU,3
2012-03-10,CHOCÓ,BAJO BAUDO,1
2012-03-10,CAUCA,BOLIVAR,2
2012-03-10,META,MESETAS,1
2012-03-10,CAUCA,ARGELIA,1
2012-03-10,BOYACÁ,PUERTO BOYACA,2
2012-03-11,PUTUMAYO,LEGUIZAMO,2
2012-03-11,VALLE DEL CAUCA,BUENAVENTURA,2
2012-03-12,PUTUMAYO,LEGUIZAMO,1
2012-03-12,VALLE DEL CAUCA,BUENAVENTURA,1
2012-03-12,CAUCA,CORINTO,2
2012-03-12,NORTE DE SANTANDER,CUCUTA,1
2012-03-13,ANTIOQUIA,ANORI,1
2012-03-13,PUTUMAYO,LEGUIZAMO,2
2012-03-13,PUTUMAYO,PUERTO ASIS,1
2012-03-13,ANTIOQUIA,BRICEÑO,1
2012-03-14,CAQUETÁ,CARTAGENA DEL CHAIRA,1
2012-03-14,PUTUMAYO,LEGUIZAMO,2
2012-03-14,NORTE DE SANTANDER,LA ESPERANZA,1
2012-03-14,PUTUMAYO,ORITO,1
2012-03-14,NORTE DE SANTANDER,EL ZULIA,1
2012-03-15,META,LA MACARENA,1
2012-03-15,VALLE DEL CAUCA,BUENAVENTURA,3
2012-03-15,PUTUMAYO,LEGUIZAMO,2
2012-03-15,NORTE DE SANTANDER,CUCUTILLA,1
2012-03-16,CAQUETÁ,CARTAGENA DEL CHAIRA,2
2012-03-16,ANTIOQUIA,ANORI,1
2012-03-16,ANTIOQUIA,TARAZA,1
2012-03-16,NORTE DE SANTANDER,TEORAMA,2
2012-03-16,BOLÍVAR,SIMITI,1
2012-03-17,CAQUETÁ,CARTAGENA DEL CHAIRA,1
2012-03-17,ANTIOQUIA,ANORI,1
2012-03-17,NORTE DE SANTANDER,TIBU,1
2012-03-17,VALLE DEL CAUCA,BUENAVENTURA,1
2012-03-17,MAGDALENA,SANTA MARTA,2
2012-03-17,CAUCA,CORINTO,1
2012-03-17,NARIÑO,ROBERTO PAYAN,2
2012-03-18,META,VISTAHERMOSA,1
2012-03-18,CHOCÓ,EL LITORAL DEL SAN JUAN,1
2012-03-18,BOLÍVAR,MONTECRISTO,2
2012-03-18,ANTIOQUIA,BRICEÑO,1
2012-03-18,NARIÑO,SAN ANDRES DE TUMACO,2
2012-03-19,NORTE DE SANTANDER,TIBU,2
2012-03-19,CHOCÓ,EL LITORAL DEL SAN JUAN,2
2012-03-19,NORTE DE SANTANDER,LA ESPERANZA,1
2012-03-21,CÓRDOBA,TIERRALTA,1
2012-03-21,NORTE DE SANTANDER,TIBU,8
2012-03-21,NARIÑO,SAN ANDRES DE TUMACO,1
2012-03-22,CAQUETÁ,SAN VICENTE DEL CAGUAN,1
2012-03-22,PUTUMAYO,PUERTO ASIS,1
2012-03-22,ANTIOQUIA,PUERTO TRIUNFO,1
2012-03-22,CALDAS,SAMANA,2
2012-03-22,GUAINÍA,INIRIDA,1
2012-03-22,NORTE DE SANTANDER,EL ZULIA,1
2012-03-22,PUTUMAYO,ORITO,1
2012-03-23,NARIÑO,LA UNION,1
2012-03-24,CAQUETÁ,CARTAGENA DEL CHAIRA,1
2012-03-24,CHOCÓ,ISTMINA,1
2012-03-25,META,SAN MARTIN,1
2012-03-25,PUTUMAYO,VALLE DEL GUAMUEZ,2
2012-03-26,BOLÍVAR,CANTAGALLO,1
2012-03-26,ANTIOQUIA,SANTA ROSA DE OSOS,1
2012-03-26,NARIÑO,IMUES,1
2012-03-26,NORTE DE SANTANDER,CUCUTA,1
2012-03-27,PUTUMAYO,LEGUIZAMO,2
2012-03-28,ANTIOQUIA,TARAZA,1
2012-03-28,ANTIOQUIA,ITUANGO,1
2012-03-28,PUTUMAYO,PUERTO ASIS,1
2012-03-28,CAUCA,CORINTO,3
2012-03-30,PUTUMAYO,LEGUIZAMO,1
2012-03-30,SANTANDER,EL PLAYON,1
2012-03-30,CALDAS,NORCASIA,3
2012-03-31,VALLE DEL CAUCA,BUENAVENTURA,1
2012-03-31,CHOCÓ,ISTMINA,1
2012-03-31,PUTUMAYO,LEGUIZAMO,1
2012-04-01,CHOCÓ,MEDIO BAUDO,1
2012-04-01,CAUCA,MERCADERES,1
2012-04-01,SANTANDER,CIMITARRA,1
2012-04-01,NARIÑO,SAN ANDRES DE TUMACO,1
2012-04-02,CÓRDOBA,TIERRALTA,1
2012-04-02,PUTUMAYO,LEGUIZAMO,1
2012-04-03,VALLE DEL CAUCA,BUENAVENTURA,2
2012-04-03,NARIÑO,CORDOBA,1
2012-04-04,PUTUMAYO,VILLAGARZON,2
2012-04-04,NARIÑO,SAN ANDRES DE TUMACO,1
2012-04-05,PUTUMAYO,PUERTO ASIS,4
2012-04-05,PUTUMAYO,VILLAGARZON,1
2012-04-05,NARIÑO,SAN ANDRES DE TUMACO,1
2012-04-06,PUTUMAYO,ORITO,2
2012-04-06,PUTUMAYO,PUERTO ASIS,1
2012-04-06,PUTUMAYO,PUERTO CAICEDO,4
2012-04-07,CAQUETÁ,CARTAGENA DEL CHAIRA,1
2012-04-10,NORTE DE SANTANDER,TIBU,1
2012-04-10,SANTANDER,BARRANCABERMEJA,1
2012-04-11,ANTIOQUIA,TARAZA,1
2012-04-11,NORTE DE SANTANDER,TIBU,2
2012-04-11,ANTIOQUIA,CAREPA,1
2012-04-11,ANTIOQUIA,SAN FRANCISCO,1
2012-04-12,ANTIOQUIA,TARAZA,1
2012-04-12,CESAR,SAN MARTIN,1
2012-04-12,SANTANDER,CIMITARRA,1
2012-04-12,HUILA,LA PLATA,2
2012-04-13,NORTE DE SANTANDER,SARDINATA,3
2012-04-13,ANTIOQUIA,SAN FRANCISCO,2
2012-04-14,NORTE DE SANTANDER,TIBU,1
2012-04-14,CHOCÓ,BAJO BAUDO,1
2012-04-14,CAQUETÁ,MILAN,4
2012-04-14,VICHADA,CUMARIBO,1
2012-04-15,VALLE DEL CAUCA,BUENAVENTURA,1
2012-04-15,CHOCÓ,BAJO BAUDO,1
2012-04-15,PUTUMAYO,PUERTO ASIS,1
2012-04-15,CAQUETÁ,MILAN,4
2012-04-15,NARIÑO,SAN ANDRES DE TUMACO,1
2012-04-16,GUAVIARE,SAN JOSE DEL GUAVIARE,2
2012-04-16,META,PUERTO CONCORDIA,2
2012-04-16,CAQUETÁ,MILAN,4
2012-04-17,GUAVIARE,EL RETORNO,3
2012-04-17,ANTIOQUIA,VALDIVIA,1
2012-04-17,PUTUMAYO,LEGUIZAMO,1
2012-04-17,META,RESTREPO,1
2012-04-17,ANTIOQUIA,SAN LUIS,1
2012-04-17,CAQUETÁ,LA MONTAÑITA,2
2012-04-17,CAQUETÁ,MILAN,4
2012-04-17,CAUCA,BOLIVAR,1
2012-04-18,CAQUETÁ,LA MONTAÑITA,4
2012-04-18,META,RESTREPO,1
2012-04-19,CÓRDOBA,TIERRALTA,3
2012-04-19,ANTIOQUIA,TARAZA,1
2012-04-19,META,PUERTO LOPEZ,1
2012-04-19,NARIÑO,FUNES,1
2012-04-19,CAQUETÁ,LA MONTAÑITA,2
2012-04-19,CASANARE,OROCUE,1
2012-04-21,CÓRDOBA,TIERRALTA,1
2012-04-21,CHOCÓ,EL LITORAL DEL SAN JUAN,1
2012-04-21,BOYACÁ,PUERTO BOYACA,1
2012-04-21,PUTUMAYO,PUERTO ASIS,1
2012-04-21,CAUCA,ARGELIA,2
2012-04-22,CAUCA,PIAMONTE,1
2012-04-22,VALLE DEL CAUCA,BUENAVENTURA,1
2012-04-22,NARIÑO,SAN ANDRES DE TUMACO,1
2012-04-23,BOYACÁ,PUERTO BOYACA,2
2012-04-23,PUTUMAYO,PUERTO ASIS,1
2012-04-24,GUAVIARE,SAN JOSE DEL GUAVIARE,1
2012-04-24,PUTUMAYO,LEGUIZAMO,2
2012-04-24,CAUCA,PIAMONTE,1
2012-04-24,SANTANDER,CIMITARRA,1
2012-04-25,GUAVIARE,CALAMAR,5
2012-04-25,NORTE DE SANTANDER,TIBU,19
2012-04-25,VALLE DEL CAUCA,BUENAVENTURA,1
2012-04-25,CAQUETÁ,SAN JOSE DEL FRAGUA,3
2012-04-25,PUTUMAYO,PUERTO ASIS,2
2012-04-25,SANTANDER,CIMITARRA,1
2012-04-25,ANTIOQUIA,SAN LUIS,1
2012-04-26,CAQUETÁ,SOLANO,1
2012-04-26,PUTUMAYO,PUERTO CAICEDO,1
2012-04-26,CESAR,SAN MARTIN,1
2012-04-26,VALLE DEL CAUCA,BUENAVENTURA,2
2012-04-27,CHOCÓ,BAJO BAUDO,1
2012-04-27,CALDAS,SAMANA,2
2012-04-27,NARIÑO,CUMBITARA,1
2012-04-28,CÓRDOBA,TIERRALTA,1
2012-04-28,VALLE DEL CAUCA,BUENAVENTURA,1
2012-04-28,PUTUMAYO,LEGUIZAMO,1
2012-04-28,CAQUETÁ,LA MONTAÑITA,5
2012-04-28,PUTUMAYO,PUERTO ASIS,1
2012-04-28,ANTIOQUIA,DABEIBA,2
2012-04-28,ANTIOQUIA,URAMITA,1
2012-04-29,ANTIOQUIA,TARAZA,1
2012-04-29,CAQUETÁ,EL PAUJIL,1
2012-04-30,NORTE DE SANTANDER,TIBU,1
2012-04-30,ANTIOQUIA,DABEIBA,1
2012-04-30,META,GRANADA,1
2012-05-01,PUTUMAYO,LEGUIZAMO,1
2012-05-01,CHOCÓ,ISTMINA,1
2012-05-01,CAQUETÁ,EL PAUJIL,1
2012-05-01,ANTIOQUIA,DABEIBA,1
2012-05-03,ANTIOQUIA,ANORI,1
2012-05-03,VALLE DEL CAUCA,BUENAVENTURA,1
2012-05-04,ANTIOQUIA,SANTA ROSA DE OSOS,1
2012-05-04,NARIÑO,BARBACOAS,1
2012-05-05,ANTIOQUIA,ANORI,1
2012-05-05,ANTIOQUIA,CAMPAMENTO,1
2012-05-05,PUTUMAYO,PUERTO ASIS,1
2012-05-05,META,MAPIRIPAN,2
2012-05-06,PUTUMAYO,LEGUIZAMO,1
2012-05-06,NARIÑO,CORDOBA,2
2012-05-06,CHOCÓ,ACANDI,4
2012-05-06,CAUCA,CORINTO,2
2012-05-06,NARIÑO,ROBERTO PAYAN,4
2012-05-07,CÓRDOBA,TIERRALTA,1
2012-05-07,ANTIOQUIA,SEGOVIA,1
2012-05-07,GUAVIARE,MIRAFLORES,1
2012-05-08,ANTIOQUIA,PUERTO TRIUNFO,1
2012-05-08,META,PUERTO LLERAS,1
2012-05-09,META,RESTREPO,1
2012-05-09,BOYACÁ,SANTA MARIA,1
2012-05-09,NARIÑO,SAN ANDRES DE TUMACO,2
2012-05-10,RISARALDA,PUEBLO RICO,1
2012-05-10,NARIÑO,SAN ANDRES DE TUMACO,1
2012-05-11,NARIÑO,BARBACOAS,1
2012-05-11,NARIÑO,SAN ANDRES DE TUMACO,4
2012-05-11,NARIÑO,ROBERTO PAYAN,1
2012-05-12,NARIÑO,BARBACOAS,1
2012-05-13,META,VISTAHERMOSA,1
2012-05-13,META,MAPIRIPAN,2
2012-05-13,PUTUMAYO,PUERTO ASIS,1
2012-05-13,CUNDINAMARCA,SAN CAYETANO,1
2012-05-14,CÓRDOBA,TIERRALTA,2
2012-05-14,GUAVIARE,MIRAFLORES,1
2012-05-14,ANTIOQUIA,YARUMAL,1
2012-05-14,NARIÑO,ROBERTO PAYAN,2
2012-05-15,VALLE DEL CAUCA,BOLIVAR,1
2012-05-15,NARIÑO,ROBERTO PAYAN,1
2012-05-16,CÓRDOBA,TIERRALTA,1
2012-05-16,ANTIOQUIA,ITUANGO,1
2012-05-16,PUTUMAYO,LEGUIZAMO,2
2012-05-16,CHOCÓ,EL CANTON DEL SAN PABLO,1
2012-05-16,NARIÑO,LA TOLA,1
2012-05-16,NARIÑO,ROBERTO PAYAN,2
2012-05-17,ANTIOQUIA,TARAZA,1
2012-05-17,VALLE DEL CAUCA,BUENAVENTURA,1
2012-05-17,PUTUMAYO,PUERTO ASIS,3
2012-05-17,CUNDINAMARCA,SAN CAYETANO,1
2012-05-18,CÓRDOBA,TIERRALTA,1
2012-05-18,TOLIMA,CHAPARRAL,1
2012-05-18,NARIÑO,ROBERTO PAYAN,2
2012-05-19,NORTE DE SANTANDER,ABREGO,1
2012-05-19,NARIÑO,FRANCISCO PIZARRO,1
2012-05-19,ANTIOQUIA,CHIGORODO,1
2012-05-20,CÓRDOBA,TIERRALTA,1
2012-05-20,CAQUETÁ,EL PAUJIL,1
2012-05-20,META,MAPIRIPAN,1
2012-05-20,PUTUMAYO,VALLE DEL GUAMUEZ,1
2012-05-21,BOLÍVAR,SAN PABLO,2
2012-05-21,VALLE DEL CAUCA,BUENAVENTURA,1
2012-05-21,NARIÑO,SAN ANDRES DE TUMACO,8
2012-05-22,NARIÑO,ROBERTO PAYAN,1
2012-05-23,CALDAS,SAMANA,1
2012-05-23,PUTUMAYO,LEGUIZAMO,1
2012-05-23,NARIÑO,SAN ANDRES DE TUMACO,1
2012-05-23,NARIÑO,ROBERTO PAYAN,1
2012-05-24,CAQUETÁ,SAN VICENTE DEL CAGUAN,1
2012-05-24,ANTIOQUIA,YONDO,2
2012-05-24,PUTUMAYO,PUERTO ASIS,4
2012-05-24,VALLE DEL CAUCA,CALIMA,1
2012-05-24,META,URIBE,1
2012-05-24,NARIÑO,SAMANIEGO,1
2012-05-24,NARIÑO,EL ROSARIO,1
2012-05-25,BOLÍVAR,SAN PABLO,1
2012-05-25,PUTUMAYO,PUERTO ASIS,1
2012-05-25,BOLÍVAR,CANTAGALLO,1
2012-05-25,CUNDINAMARCA,MANTA,1
2012-05-25,NORTE DE SANTANDER,EL ZULIA,1
2012-05-27,NORTE DE SANTANDER,SAN CALIXTO,2
2012-05-27,ANTIOQUIA,DABEIBA,1
2012-05-27,CAQUETÁ,EL PAUJIL,1
2012-05-27,META,MAPIRIPAN,1
2012-05-27,ANTIOQUIA,PUERTO TRIUNFO,1
2012-05-28,NORTE DE SANTANDER,EL TARRA,1
2012-05-28,NORTE DE SANTANDER,TIBU,1
2012-05-28,PUTUMAYO,LEGUIZAMO,2
2012-05-28,PUTUMAYO,PUERTO ASIS,1
2012-05-28,GUAVIARE,MIRAFLORES,1
2012-05-28,CAQUETÁ,EL PAUJIL,1
2012-05-29,GUAVIARE,MIRAFLORES,1
2012-05-29,ANTIOQUIA,DABEIBA,1
2012-05-29,ANTIOQUIA,YARUMAL,1
2012-05-29,CUNDINAMARCA,CACHIPAY,1
2012-05-29,SANTANDER,CIMITARRA,1
2012-05-30,PUTUMAYO,LEGUIZAMO,1
2012-05-30,SANTANDER,BOLIVAR,4
2012-05-30,BOLÍVAR,SANTA ROSA DEL SUR,1
2012-05-30,NORTE DE SANTANDER,PAMPLONITA,1
2012-05-31,CÓRDOBA,TIERRALTA,1
2012-05-31,VALLE DEL CAUCA,FLORIDA,1
2012-06-01,PUTUMAYO,ORITO,1
2012-06-01,CUNDINAMARCA,APULO,1
2012-06-01,SANTANDER,BOLIVAR,1
2012-06-01,SANTANDER,CIMITARRA,1
2012-06-02,ANTIOQUIA,VALDIVIA,1
2012-06-02,NARIÑO,SAN LORENZO,1
2012-06-02,VALLE DEL CAUCA,FLORIDA,1
2012-06-03,PUTUMAYO,PUERTO CAICEDO,1
2012-06-03,GUAVIARE,MIRAFLORES,1
2012-06-04,NORTE DE SANTANDER,HACARI,1
2012-06-04,ANTIOQUIA,YARUMAL,1
2012-06-04,VICHADA,PUERTO CARREÑO,1
2012-06-05,VALLE DEL CAUCA,BUENAVENTURA,3
2012-06-05,TOLIMA,PURIFICACION,1
2012-06-05,RISARALDA,MISTRATO,4
2012-06-06,ANTIOQUIA,CAROLINA,1
2012-06-06,ANTIOQUIA,PUERTO NARE,1
2012-06-07,NORTE DE SANTANDER,HACARI,1
2012-06-08,CAUCA,PAEZ,1
2012-06-08,CAQUETÁ,SAN JOSE DEL FRAGUA,3
2012-06-08,HUILA,LA PLATA,1
2012-06-08,META,SAN JUAN DE ARAMA,1
2012-06-08,NARIÑO,ROBERTO PAYAN,2
2012-06-08,NARIÑO,SAN ANDRES DE TUMACO,2
2012-06-09,CAQUETÁ,CARTAGENA DEL CHAIRA,2
2012-06-09,CAQUETÁ,SAN VICENTE DEL CAGUAN,1
2012-06-09,NORTE DE SANTANDER,EL TARRA,1
2012-06-09,PUTUMAYO,LEGUIZAMO,1
2012-06-10,CAQUETÁ,CARTAGENA DEL CHAIRA,1
2012-06-10,NORTE DE SANTANDER,EL TARRA,1
2012-06-10,CAUCA,ALMAGUER,1
2012-06-11,NORTE DE SANTANDER,HACARI,1
2012-06-11,SANTANDER,CIMITARRA,1
2012-06-12,CAQUETÁ,CARTAGENA DEL CHAIRA,1
2012-06-12,NORTE DE SANTANDER,CONVENCION,1
2012-06-12,CHOCÓ,BAJO BAUDO,1
2012-06-13,NORTE DE SANTANDER,CONVENCION,2
2012-06-13,VALLE DEL CAUCA,BUENAVENTURA,2
2012-06-14,ANTIOQUIA,TARAZA,1
2012-06-14,CAUCA,CORINTO,1
2012-06-14,GUAINÍA,INIRIDA,2
2012-06-15,CAUCA,CORINTO,1
2012-06-15,PUTUMAYO,PUERTO ASIS,2
2012-06-16,VALLE DEL CAUCA,BUENAVENTURA,1
2012-06-16,BOYACÁ,SANTA MARIA,1
2012-06-16,VALLE DEL CAUCA,BOLIVAR,1
2012-06-17,META,URIBE,1
2012-06-18,CÓRDOBA,TIERRALTA,1
2012-06-18,NORTE DE SANTANDER,TIBU,2
2012-06-18,NORTE DE SANTANDER,HACARI,2
2012-06-19,PUTUMAYO,LEGUIZAMO,1
2012-06-19,ANTIOQUIA,MUTATA,1
2012-06-19,ANTIOQUIA,CHIGORODO,1
2012-06-20,CAQUETÁ,EL DONCELLO,1
2012-06-20,CAQUETÁ,SAN JOSE DEL FRAGUA,1
2012-06-20,NORTE DE SANTANDER,CUCUTA,1
2012-06-21,CAQUETÁ,CARTAGENA DEL CHAIRA,1
2012-06-21,CÓRDOBA,TIERRALTA,1
2012-06-21,PUTUMAYO,PUERTO CAICEDO,1
2012-06-21,VALLE DEL CAUCA,DAGUA,1
2012-06-22,CHOCÓ,BAJO BAUDO,1
2012-06-22,ANTIOQUIA,PUERTO TRIUNFO,1
2012-06-23,META,LA MACARENA,1
2012-06-23,PUTUMAYO,LEGUIZAMO,2
2012-06-23,VALLE DEL CAUCA,BUENAVENTURA,1
2012-06-25,VALLE DEL CAUCA,BUENAVENTURA,1
2012-06-25,CUNDINAMARCA,PAIME,1
2012-06-26,CHOCÓ,BAJO BAUDO,1
2012-06-26,SANTANDER,CIMITARRA,1
2012-06-26,MAGDALENA,SANTA MARTA,1
2012-06-26,NORTE DE SANTANDER,CUCUTA,1
2012-06-27,CÓRDOBA,TIERRALTA,1
2012-06-27,CHOCÓ,BAJO BAUDO,1
2012-06-27,CAQUETÁ,CURILLO,1
2012-06-27,PUTUMAYO,PUERTO GUZMAN,1
2012-06-28,CÓRDOBA,TIERRALTA,3
2012-06-28,CHOCÓ,ALTO BAUDO,1
2012-06-28,PUTUMAYO,PUERTO ASIS,1
2012-06-28,PUTUMAYO,LEGUIZAMO,1
2012-06-29,ANTIOQUIA,VALDIVIA,1
2012-06-29,VALLE DEL CAUCA,BUENAVENTURA,1
2012-06-29,GUAVIARE,MIRAFLORES,1
2012-06-30,PUTUMAYO,VALLE DEL GUAMUEZ,2
2012-06-30,PUTUMAYO,PUERTO ASIS,1
2012-06-30,CASANARE,PAZ DE ARIPORO,1
2012-07-01,NORTE DE SANTANDER,HACARI,1
2012-07-01,VALLE DEL CAUCA,BUENAVENTURA,1
2012-07-01,PUTUMAYO,PUERTO ASIS,1
2012-07-01,CUNDINAMARCA,SILVANIA,1
2012-07-01,VALLE DEL CAUCA,PALMIRA,7
2012-07-02,CAQUETÁ,SAN VICENTE DEL CAGUAN,1
2012-07-02,CAUCA,EL TAMBO,1
2012-07-03,ANTIOQUIA,CHIGORODO,1
2012-07-04,VICHADA,CUMARIBO,4
2012-07-04,CAUCA,BOLIVAR,1
2012-07-04,ANTIOQUIA,SAN LUIS,1
2012-07-05,ANTIOQUIA,MUTATA,1
2012-07-05,ANTIOQUIA,SAN LUIS,1
2012-07-05,NORTE DE SANTANDER,EL ZULIA,1
2012-07-06,ANTIOQUIA,CAUCASIA,1
2012-07-06,NARIÑO,POLICARPA,1
2012-07-06,PUTUMAYO,PUERTO CAICEDO,3
2012-07-06,NARIÑO,OLAYA HERRERA,1
2012-07-06,NARIÑO,SAN ANDRES DE TUMACO,1
2012-07-07,CHOCÓ,EL LITORAL DEL SAN JUAN,2
2012-07-07,CAUCA,BALBOA,1
2012-07-07,SANTANDER,BOLIVAR,1
2012-07-07,NARIÑO,FRANCISCO PIZARRO,3
2012-07-07,PUTUMAYO,ORITO,3
2012-07-07,PUTUMAYO,PUERTO ASIS,2
2012-07-07,PUTUMAYO,PUERTO CAICEDO,2
2012-07-07,NARIÑO,BARBACOAS,3
2012-07-07,NARIÑO,ROBERTO PAYAN,4
2012-07-07,NARIÑO,SAN ANDRES DE TUMACO,9
2012-07-08,CHOCÓ,BAJO BAUDO,1
2012-07-08,META,PUERTO LOPEZ,1
2012-07-09,VALLE DEL CAUCA,BUENAVENTURA,1
2012-07-09,PUTUMAYO,PUERTO ASIS,6
2012-07-10,VALLE DEL CAUCA,BUENAVENTURA,1
2012-07-10,ANTIOQUIA,MUTATA,1
2012-07-10,RISARALDA,MISTRATO,1
2012-07-10,PUTUMAYO,PUERTO ASIS,1
2012-07-10,NARIÑO,ROBERTO PAYAN,1
2012-07-11,NORTE DE SANTANDER,EL CARMEN,1
