FECHA HECHO,DEPARTAMENTO,MUNICIPIO,CANTIDAD
2018-08-17,CHOCÓ,BAJO BAUDO,1
2018-08-17,CAQUETÁ,MILAN,1
2018-08-17,CHOCÓ,EL LITORAL DEL SAN JUAN,1
2018-08-17,PUTUMAYO,PUERTO CAICEDO,1
2018-08-18,CÓRDOBA,PUERTO LIBERTADOR,1
2018-08-18,NORTE DE SANTANDER,TIBU,1
2018-08-18,NORTE DE SANTANDER,CONVENCION,1
2018-08-18,CAUCA,BUENOS AIRES,1
2018-08-18,CAUCA,EL TAMBO,2
2018-08-18,PUTUMAYO,PUERTO CAICEDO,1
2018-08-18,NARIÑO,SAN ANDRES DE TUMACO,1
2018-08-19,META,LA MACARENA,1
2018-08-19,ANTIOQUIA,CACERES,1
2018-08-19,NORTE DE SANTANDER,CONVENCION,2
2018-08-19,NORTE DE SANTANDER,TEORAMA,1
2018-08-19,CHOCÓ,EL LITORAL DEL SAN JUAN,1
2018-08-19,PUTUMAYO,PUERTO CAICEDO,3
2018-08-19,NARIÑO,POLICARPA,1
2018-08-19,PUTUMAYO,VALLE DEL GUAMUEZ,1
2018-08-19,NARIÑO,SAN ANDRES DE TUMACO,3
2018-08-20,ANTIOQUIA,MURINDO,2
2018-08-20,GUAVIARE,MIRAFLORES,1
2018-08-20,CAUCA,CAJIBIO,1
2018-08-20,CHOCÓ,EL LITORAL DEL SAN JUAN,1
2018-08-20,CAUCA,EL TAMBO,1
2018-08-20,NARIÑO,BARBACOAS,1
2018-08-21,GUAVIARE,SAN JOSE DEL GUAVIARE,2
2018-08-21,ANTIOQUIA,VALDIVIA,1
2018-08-21,NORTE DE SANTANDER,SARDINATA,1
2018-08-21,ANTIOQUIA,MURINDO,1
2018-08-21,CAUCA,CAJIBIO,1
2018-08-21,PUTUMAYO,LEGUIZAMO,1
2018-08-22,NORTE DE SANTANDER,EL CARMEN,1
2018-08-22,NORTE DE SANTANDER,TIBU,1
2018-08-22,CAQUETÁ,PUERTO RICO,1
2018-08-22,CAUCA,EL TAMBO,3
2018-08-22,NARIÑO,POLICARPA,1
2018-08-22,VICHADA,CUMARIBO,1
2018-08-23,NORTE DE SANTANDER,SARDINATA,2
2018-08-23,META,PUERTO LOPEZ,1
2018-08-23,PUTUMAYO,PUERTO CAICEDO,2
2018-08-23,NARIÑO,CUMBITARA,1
2018-08-24,GUAVIARE,EL RETORNO,1
2018-08-24,GUAVIARE,SAN JOSE DEL GUAVIARE,1
2018-08-24,NORTE DE SANTANDER,SARDINATA,4
2018-08-24,NORTE DE SANTANDER,CONVENCION,1
2018-08-24,NORTE DE SANTANDER,EL TARRA,1
2018-08-24,VICHADA,CUMARIBO,1
2018-08-24,CAUCA,BUENOS AIRES,1
2018-08-24,CAQUETÁ,PUERTO RICO,1
2018-08-24,CHOCÓ,NOVITA,1
2018-08-24,NARIÑO,POLICARPA,1
2018-08-24,NARIÑO,SAMANIEGO,1
2018-08-24,META,PUERTO LOPEZ,1
2018-08-25,NORTE DE SANTANDER,CONVENCION,1
2018-08-25,META,PUERTO LOPEZ,1
2018-08-25,PUTUMAYO,PUERTO CAICEDO,2
2018-08-25,NARIÑO,SAN ANDRES DE TUMACO,1
2018-08-26,PUTUMAYO,PUERTO ASIS,1
2018-08-26,CAUCA,CALOTO,1
2018-08-27,CAQUETÁ,CARTAGENA DEL CHAIRA,1
2018-08-27,NORTE DE SANTANDER,EL TARRA,1
2018-08-27,NORTE DE SANTANDER,EL CARMEN,1
2018-08-27,PUTUMAYO,PUERTO ASIS,11
2018-08-27,PUTUMAYO,LEGUIZAMO,1
2018-08-28,META,PUERTO RICO,1
2018-08-28,NORTE DE SANTANDER,TEORAMA,1
2018-08-28,ANTIOQUIA,MACEO,1
2018-08-28,NORTE DE SANTANDER,CUCUTA,1
2018-08-28,CAUCA,EL TAMBO,1
2018-08-28,CAUCA,BUENOS AIRES,1
2018-08-28,PUTUMAYO,PUERTO ASIS,2
2018-08-29,GUAVIARE,SAN JOSE DEL GUAVIARE,2
2018-08-29,CAQUETÁ,EL PAUJIL,2
2018-08-29,SANTANDER,CIMITARRA,1
2018-08-29,PUTUMAYO,LEGUIZAMO,1
2018-08-29,CAUCA,BUENOS AIRES,1
2018-08-29,BOLÍVAR,MONTECRISTO,1
2018-08-29,CAUCA,MERCADERES,1
2018-08-29,NARIÑO,POLICARPA,1
2018-08-29,CAQUETÁ,PUERTO RICO,1
2018-08-29,PUTUMAYO,VALLE DEL GUAMUEZ,2
2018-08-29,NARIÑO,SAN ANDRES DE TUMACO,1
2018-08-30,GUAVIARE,SAN JOSE DEL GUAVIARE,2
2018-08-30,GUAVIARE,EL RETORNO,1
2018-08-30,CÓRDOBA,TIERRALTA,1
2018-08-30,NORTE DE SANTANDER,CONVENCION,1
2018-08-30,ANTIOQUIA,GIRARDOTA,1
2018-08-30,PUTUMAYO,SAN MIGUEL,1
2018-08-30,CAUCA,ALMAGUER,1
2018-08-30,NARIÑO,ANCUYA,1
2018-08-30,NARIÑO,SANTA BARBARA,1
2018-08-30,NARIÑO,SAN ANDRES DE TUMACO,1
2018-08-31,META,VISTAHERMOSA,1
2018-08-31,CAQUETÁ,SAN VICENTE DEL CAGUAN,1
2018-08-31,ANTIOQUIA,CACERES,1
2018-08-31,CÓRDOBA,TIERRALTA,2
2018-08-31,ANTIOQUIA,CAUCASIA,1
2018-08-31,NORTE DE SANTANDER,CONVENCION,1
2018-08-31,CAQUETÁ,PUERTO RICO,2
2018-08-31,PUTUMAYO,LEGUIZAMO,1
2018-08-31,NARIÑO,ROBERTO PAYAN,1
2018-08-31,NARIÑO,SAN ANDRES DE TUMACO,2
2018-09-01,NORTE DE SANTANDER,CONVENCION,1
2018-09-01,CAQUETÁ,PUERTO RICO,1
2018-09-01,NARIÑO,SAN ANDRES DE TUMACO,1
2018-09-01,NARIÑO,BARBACOAS,1
2018-09-02,GUAVIARE,EL RETORNO,1
2018-09-02,NORTE DE SANTANDER,TEORAMA,1
2018-09-03,GUAVIARE,SAN JOSE DEL GUAVIARE,1
2018-09-03,NORTE DE SANTANDER,EL TARRA,2
2018-09-03,PUTUMAYO,SAN MIGUEL,1
2018-09-03,PUTUMAYO,PUERTO CAICEDO,3
2018-09-04,CÓRDOBA,TIERRALTA,1
2018-09-04,NORTE DE SANTANDER,SARDINATA,1
2018-09-04,CAUCA,LOPEZ,1
2018-09-04,NARIÑO,SAN ANDRES DE TUMACO,1
2018-09-05,GUAVIARE,EL RETORNO,1
2018-09-05,ANTIOQUIA,CAUCASIA,1
2018-09-05,NORTE DE SANTANDER,CONVENCION,1
2018-09-05,CAUCA,BUENOS AIRES,3
2018-09-05,NORTE DE SANTANDER,DURANIA,2
2018-09-05,CAUCA,CAJIBIO,1
2018-09-05,BOLÍVAR,CANTAGALLO,1
2018-09-05,NARIÑO,EL ROSARIO,1
2018-09-05,CHOCÓ,CARMEN DEL DARIEN,1
2018-09-05,PUTUMAYO,PUERTO CAICEDO,1
2018-09-05,ANTIOQUIA,PEÑOL,1
2018-09-05,NARIÑO,SAN ANDRES DE TUMACO,1
2018-09-05,NARIÑO,BARBACOAS,1
2018-09-06,META,PUERTO RICO,1
2018-09-06,GUAVIARE,EL RETORNO,1
2018-09-06,CHOCÓ,CARMEN DEL DARIEN,1
2018-09-06,CHOCÓ,MEDIO BAUDO,1
2018-09-06,CAUCA,BOLIVAR,1
2018-09-06,CAUCA,EL TAMBO,1
2018-09-06,PUTUMAYO,PUERTO CAICEDO,2
2018-09-06,NARIÑO,EL ROSARIO,1
2018-09-06,NARIÑO,SAN ANDRES DE TUMACO,1
2018-09-07,META,PUERTO RICO,1
2018-09-07,CÓRDOBA,SAN JOSE DE URE,1
2018-09-07,NORTE DE SANTANDER,DURANIA,1
2018-09-07,CAQUETÁ,CURILLO,1
2018-09-07,NORTE DE SANTANDER,CUCUTA,1
2018-09-07,BOLÍVAR,CANTAGALLO,2
2018-09-07,NARIÑO,POLICARPA,1
2018-09-07,ANTIOQUIA,YONDO,1
2018-09-07,NORTE DE SANTANDER,ARBOLEDAS,1
2018-09-07,NARIÑO,EL CHARCO,1
2018-09-07,NARIÑO,SAN ANDRES DE TUMACO,2
2018-09-08,NORTE DE SANTANDER,TEORAMA,3
2018-09-08,NORTE DE SANTANDER,CONVENCION,1
2018-09-08,CAUCA,EL TAMBO,1
2018-09-08,PUTUMAYO,LEGUIZAMO,1
2018-09-08,CAUCA,BALBOA,3
2018-09-08,PUTUMAYO,PUERTO ASIS,1
2018-09-08,BOLÍVAR,NOROSI,1
2018-09-09,GUAVIARE,EL RETORNO,1
2018-09-09,NORTE DE SANTANDER,EL TARRA,1
2018-09-09,PUTUMAYO,VILLAGARZON,2
2018-09-09,PUTUMAYO,SAN MIGUEL,1
2018-09-09,CHOCÓ,SAN JOSE DEL PALMAR,2
2018-09-09,NARIÑO,EL ROSARIO,1
2018-09-10,GUAVIARE,SAN JOSE DEL GUAVIARE,2
2018-09-10,CÓRDOBA,SAN JOSE DE URE,1
2018-09-10,ANTIOQUIA,TARAZA,1
2018-09-10,NORTE DE SANTANDER,TIBU,1
2018-09-10,NORTE DE SANTANDER,LA ESPERANZA,1
2018-09-10,BOLÍVAR,CANTAGALLO,1
2018-09-10,NARIÑO,SAN ANDRES DE TUMACO,1
2018-09-11,GUAVIARE,EL RETORNO,1
2018-09-11,ANTIOQUIA,VALDIVIA,1
2018-09-11,CHOCÓ,SAN JOSE DEL PALMAR,1
2018-09-11,CAUCA,ALMAGUER,1
2018-09-11,CAUCA,EL TAMBO,1
2018-09-11,NARIÑO,SAN ANDRES DE TUMACO,2
2018-09-11,NARIÑO,BARBACOAS,1
2018-09-12,CÓRDOBA,SAN JOSE DE URE,1
2018-09-12,ANTIOQUIA,ITUANGO,1
2018-09-12,NORTE DE SANTANDER,TEORAMA,1
2018-09-12,PUTUMAYO,VALLE DEL GUAMUEZ,1
2018-09-12,NARIÑO,POLICARPA,1
2018-09-12,CAUCA,EL TAMBO,1
2018-09-12,PUTUMAYO,PUERTO CAICEDO,1
2018-09-13,CAUCA,EL TAMBO,1
2018-09-13,PUTUMAYO,PUERTO ASIS,1
2018-09-13,NARIÑO,SAN ANDRES DE TUMACO,1
2018-09-13,NARIÑO,BARBACOAS,1
2018-09-14,GUAVIARE,EL RETORNO,1
2018-09-14,NORTE DE SANTANDER,SARDINATA,1
2018-09-14,NORTE DE SANTANDER,EL TARRA,1
2018-09-14,NORTE DE SANTANDER,TEORAMA,1
2018-09-14,PUTUMAYO,PUERTO ASIS,8
2018-09-14,CAUCA,LOPEZ,1
2018-09-14,ANTIOQUIA,SAN LUIS,2
2018-09-14,BOLÍVAR,CANTAGALLO,2
2018-09-14,NORTE DE SANTANDER,OCAÑA,1
2018-09-14,CAUCA,BUENOS AIRES,1
2018-09-14,SANTANDER,EL PEÑON,1
2018-09-14,PUTUMAYO,VALLE DEL GUAMUEZ,2
2018-09-14,CHOCÓ,SAN JOSE DEL PALMAR,1
2018-09-14,NORTE DE SANTANDER,CUCUTA,1
2018-09-14,CAUCA,EL TAMBO,1
2018-09-14,CASANARE,MONTERREY,1
2018-09-15,ANTIOQUIA,ITUANGO,1
2018-09-15,NORTE DE SANTANDER,CONVENCION,1
2018-09-15,NORTE DE SANTANDER,TIBU,1
2018-09-15,BOYACÁ,PUERTO BOYACA,1
2018-09-15,NARIÑO,POLICARPA,1
2018-09-15,BOLÍVAR,CANTAGALLO,1
2018-09-15,CAQUETÁ,PUERTO RICO,1
2018-09-15,BOYACÁ,BOYACA,1
2018-09-16,NORTE DE SANTANDER,TEORAMA,1
2018-09-16,NORTE DE SANTANDER,TIBU,1
2018-09-17,ANTIOQUIA,TARAZA,1
2018-09-17,CHOCÓ,ISTMINA,1
2018-09-17,CHOCÓ,EL LITORAL DEL SAN JUAN,1
2018-09-17,BOLÍVAR,CANTAGALLO,1
2018-09-17,CAUCA,EL TAMBO,1
2018-09-17,ANTIOQUIA,MARINILLA,1
2018-09-18,NORTE DE SANTANDER,TIBU,1
2018-09-18,NORTE DE SANTANDER,CONVENCION,2
2018-09-18,ANTIOQUIA,EL SANTUARIO,1
2018-09-18,CAQUETÁ,SOLANO,1
2018-09-18,VICHADA,CUMARIBO,1
2018-09-19,CÓRDOBA,TIERRALTA,1
2018-09-19,NORTE DE SANTANDER,CONVENCION,2
2018-09-19,NORTE DE SANTANDER,EL TARRA,1
2018-09-19,NORTE DE SANTANDER,TIBU,1
2018-09-19,BOYACÁ,SAN LUIS DE GACENO,1
2018-09-19,CAUCA,PAEZ,1
2018-09-19,CAQUETÁ,SOLANO,2
2018-09-19,NORTE DE SANTANDER,CUCUTA,2
2018-09-19,CAQUETÁ,PUERTO RICO,1
2018-09-20,META,LA MACARENA,1
2018-09-20,PUTUMAYO,VILLAGARZON,1
2018-09-20,CAUCA,EL TAMBO,1
2018-09-21,CAQUETÁ,CARTAGENA DEL CHAIRA,1
2018-09-21,CÓRDOBA,TIERRALTA,1
2018-09-21,CÓRDOBA,SAN JOSE DE URE,1
2018-09-21,NORTE DE SANTANDER,TIBU,2
2018-09-21,GUAVIARE,MIRAFLORES,1
2018-09-21,NORTE DE SANTANDER,ARBOLEDAS,1
2018-09-21,CAQUETÁ,MILAN,1
2018-09-21,PUTUMAYO,PUERTO ASIS,1
2018-09-21,BOLÍVAR,SANTA ROSA,1
2018-09-21,CAQUETÁ,SOLANO,2
2018-09-21,BOLÍVAR,CANTAGALLO,1
2018-09-21,CAUCA,SUCRE,1
2018-09-21,CAUCA,BUENOS AIRES,1
2018-09-21,NARIÑO,BARBACOAS,1
2018-09-21,NARIÑO,ROBERTO PAYAN,4
2018-09-21,NARIÑO,SAN ANDRES DE TUMACO,1
2018-09-22,CAUCA,BUENOS AIRES,1
2018-09-22,CAUCA,ALMAGUER,1
2018-09-22,CAUCA,MORALES,1
2018-09-22,CAUCA,BALBOA,1
2018-09-23,NORTE DE SANTANDER,CONVENCION,1
2018-09-23,CAUCA,TIMBIQUI,1
2018-09-23,CAUCA,MORALES,1
2018-09-23,CAUCA,BALBOA,2
2018-09-23,CAUCA,TORIBIO,1
2018-09-23,NARIÑO,OLAYA HERRERA,1
2018-09-23,NARIÑO,SAN ANDRES DE TUMACO,1
2018-09-24,GUAVIARE,EL RETORNO,1
2018-09-24,NORTE DE SANTANDER,TIBU,2
2018-09-24,NORTE DE SANTANDER,CONVENCION,1
2018-09-24,PUTUMAYO,PUERTO ASIS,5
2018-09-24,PUTUMAYO,PUERTO CAICEDO,2
2018-09-24,CHOCÓ,ISTMINA,1
2018-09-24,CAQUETÁ,SOLANO,1
2018-09-24,BOLÍVAR,CANTAGALLO,1
2018-09-24,CAUCA,EL TAMBO,1
2018-09-24,CAUCA,TORIBIO,1
2018-09-24,NARIÑO,SAN ANDRES DE TUMACO,2
2018-09-25,NORTE DE SANTANDER,TIBU,1
2018-09-25,NORTE DE SANTANDER,TEORAMA,1
2018-09-25,NORTE DE SANTANDER,ABREGO,1
2018-09-25,PUTUMAYO,LEGUIZAMO,8
2018-09-25,PUTUMAYO,PUERTO ASIS,1
2018-09-25,BOLÍVAR,CANTAGALLO,1
2018-09-25,NARIÑO,RICAURTE,1
2018-09-25,CAUCA,EL TAMBO,1
2018-09-26,ANTIOQUIA,ITUANGO,1
2018-09-26,NORTE DE SANTANDER,ABREGO,1
2018-09-26,NORTE DE SANTANDER,EL TARRA,1
2018-09-26,NORTE DE SANTANDER,CONVENCION,1
2018-09-26,NORTE DE SANTANDER,SARDINATA,1
2018-09-26,PUTUMAYO,LEGUIZAMO,3
2018-09-26,CAQUETÁ,LA MONTAÑITA,1
2018-09-26,NORTE DE SANTANDER,OCAÑA,1
2018-09-26,PUTUMAYO,PUERTO ASIS,2
2018-09-26,NARIÑO,POLICARPA,1
2018-09-26,CAUCA,EL TAMBO,1
2018-09-27,GUAVIARE,SAN JOSE DEL GUAVIARE,1
2018-09-27,GUAVIARE,EL RETORNO,1
2018-09-27,CHOCÓ,ISTMINA,1
2018-09-27,PUTUMAYO,LEGUIZAMO,3
2018-09-27,CAUCA,TIMBIQUI,1
2018-09-27,CAUCA,PAEZ,1
2018-09-27,VALLE DEL CAUCA,EL DOVIO,1
2018-09-27,PUTUMAYO,SAN MIGUEL,1
2018-09-27,GUAVIARE,MIRAFLORES,1
2018-09-27,CAUCA,TORIBIO,1
2018-09-27,PUTUMAYO,PUERTO ASIS,3
2018-09-27,CAQUETÁ,EL PAUJIL,1
2018-09-28,NORTE DE SANTANDER,SARDINATA,1
2018-09-28,NORTE DE SANTANDER,CONVENCION,1
2018-09-28,NORTE DE SANTANDER,TEORAMA,1
2018-09-28,NORTE DE SANTANDER,LA ESPERANZA,2
2018-09-28,PUTUMAYO,PUERTO ASIS,2
2018-09-28,NARIÑO,SAN ANDRES DE TUMACO,11
2018-09-29,ANTIOQUIA,VALDIVIA,3
2018-09-29,CAUCA,ALMAGUER,1
2018-09-29,NORTE DE SANTANDER,EL ZULIA,1
2018-09-29,ANTIOQUIA,TURBO,1
2018-09-29,CAQUETÁ,LA MONTAÑITA,1
2018-09-29,PUTUMAYO,SAN MIGUEL,1
2018-09-29,NARIÑO,SAN ANDRES DE TUMACO,19
2018-09-29,NARIÑO,EL CHARCO,2
2018-09-30,NORTE DE SANTANDER,TEORAMA,2
2018-09-30,CAUCA,ROSAS,1
2018-09-30,CAUCA,EL TAMBO,1
2018-09-30,NARIÑO,POLICARPA,1
2018-09-30,NARIÑO,EL PEÑOL,1
2018-09-30,NARIÑO,SAN ANDRES DE TUMACO,11
2018-10-01,GUAVIARE,EL RETORNO,2
2018-10-01,ANTIOQUIA,TARAZA,1
2018-10-01,NORTE DE SANTANDER,TEORAMA,1
2018-10-01,NORTE DE SANTANDER,TIBU,2
2018-10-01,CAQUETÁ,PUERTO RICO,1
2018-10-01,NARIÑO,EL PEÑOL,1
2018-10-01,CAUCA,EL TAMBO,1
2018-10-01,CAUCA,LOPEZ,1
2018-10-01,NARIÑO,SAN ANDRES DE TUMACO,19
2018-10-02,NORTE DE SANTANDER,TIBU,2
2018-10-02,NORTE DE SANTANDER,TEORAMA,1
2018-10-02,NARIÑO,POLICARPA,1
2018-10-02,PUTUMAYO,PUERTO CAICEDO,1
2018-10-02,NARIÑO,SAN ANDRES DE TUMACO,1
2018-10-03,GUAVIARE,EL RETORNO,1
2018-10-03,NORTE DE SANTANDER,TEORAMA,1
2018-10-03,BOLÍVAR,SANTA ROSA DEL SUR,1
2018-10-03,NARIÑO,RICAURTE,1
2018-10-03,NARIÑO,POLICARPA,1
2018-10-03,PUTUMAYO,PUERTO ASIS,2
2018-10-03,BOLÍVAR,SANTA ROSA,1
2018-10-03,NARIÑO,SAMANIEGO,1
2018-10-04,CASANARE,MONTERREY,1
2018-10-04,CAUCA,BUENOS AIRES,3
2018-10-04,PUTUMAYO,ORITO,1
2018-10-04,NARIÑO,POLICARPA,1
2018-10-04,CAUCA,BALBOA,1
2018-10-04,CAUCA,SUAREZ,1
2018-10-04,PUTUMAYO,PUERTO ASIS,1
2018-10-04,NARIÑO,OLAYA HERRERA,21
2018-10-05,ANTIOQUIA,VALDIVIA,3
2018-10-05,ANTIOQUIA,CACERES,1
2018-10-05,NORTE DE SANTANDER,TEORAMA,3
2018-10-05,NORTE DE SANTANDER,TIBU,1
2018-10-05,VALLE DEL CAUCA,EL DOVIO,1
2018-10-05,CAUCA,JAMBALO,2
2018-10-05,CAUCA,EL TAMBO,1
2018-10-05,NARIÑO,POLICARPA,1
2018-10-05,BOLÍVAR,SAN PABLO,1
2018-10-05,CASANARE,MONTERREY,1
2018-10-05,NARIÑO,EL CHARCO,2
2018-10-05,NARIÑO,SAN ANDRES DE TUMACO,3
2018-10-05,NARIÑO,BARBACOAS,1
2018-10-06,CÓRDOBA,TIERRALTA,1
2018-10-06,NORTE DE SANTANDER,TEORAMA,1
2018-10-06,NORTE DE SANTANDER,SARDINATA,1
2018-10-06,NORTE DE SANTANDER,ABREGO,1
2018-10-06,VALLE DEL CAUCA,BUENAVENTURA,1
2018-10-06,PUTUMAYO,PUERTO ASIS,5
2018-10-06,CAUCA,JAMBALO,1
2018-10-06,NARIÑO,POLICARPA,1
2018-10-06,NORTE DE SANTANDER,EL ZULIA,1
2018-10-06,CHOCÓ,ISTMINA,1
2018-10-06,NARIÑO,SAN ANDRES DE TUMACO,1
2018-10-07,META,VISTAHERMOSA,1
2018-10-07,GUAVIARE,SAN JOSE DEL GUAVIARE,1
2018-10-07,NORTE DE SANTANDER,TIBU,1
2018-10-07,PUTUMAYO,PUERTO ASIS,1
2018-10-07,NARIÑO,SAN ANDRES DE TUMACO,2
2018-10-07,NARIÑO,BARBACOAS,1
2018-10-08,META,VISTAHERMOSA,12
2018-10-08,NORTE DE SANTANDER,TIBU,1
2018-10-08,ANTIOQUIA,YONDO,1
2018-10-08,CHOCÓ,SAN JOSE DEL PALMAR,1
2018-10-08,PUTUMAYO,PUERTO ASIS,2
2018-10-08,BOLÍVAR,CANTAGALLO,1
2018-10-08,PUTUMAYO,SAN MIGUEL,1
2018-10-08,CUNDINAMARCA,SILVANIA,1
2018-10-08,NARIÑO,SAN ANDRES DE TUMACO,3
2018-10-09,GUAVIARE,SAN JOSE DEL GUAVIARE,9
2018-10-09,ANTIOQUIA,CACERES,1
2018-10-09,PUTUMAYO,VALLE DEL GUAMUEZ,4
2018-10-09,PUTUMAYO,LEGUIZAMO,1
2018-10-09,VALLE DEL CAUCA,JAMUNDI,1
2018-10-09,PUTUMAYO,PUERTO ASIS,1
2018-10-09,CHOCÓ,SAN JOSE DEL PALMAR,1
2018-10-09,VICHADA,CUMARIBO,1
2018-10-09,NORTE DE SANTANDER,CUCUTA,1
2018-10-09,NARIÑO,SAN ANDRES DE TUMACO,12
2018-10-10,META,LA MACARENA,4
2018-10-10,META,VISTAHERMOSA,7
2018-10-10,ANTIOQUIA,ITUANGO,1
2018-10-10,NORTE DE SANTANDER,TEORAMA,1
2018-10-10,NORTE DE SANTANDER,TIBU,1
2018-10-10,PUTUMAYO,PUERTO ASIS,6
2018-10-10,CAUCA,EL TAMBO,1
2018-10-10,NARIÑO,ANCUYA,1
2018-10-10,CAUCA,BOLIVAR,1
2018-10-10,META,VILLAVICENCIO,1
2018-10-10,NARIÑO,LA TOLA,1
2018-10-10,NARIÑO,OLAYA HERRERA,11
2018-10-10,NARIÑO,SAN ANDRES DE TUMACO,1
2018-10-11,NORTE DE SANTANDER,TEORAMA,1
2018-10-11,NORTE DE SANTANDER,CONVENCION,1
2018-10-11,ANTIOQUIA,SAN FRANCISCO,2
2018-10-11,BOYACÁ,PUERTO BOYACA,1
2018-10-11,CAQUETÁ,MILAN,1
2018-10-11,CAUCA,EL TAMBO,1
2018-10-11,NARIÑO,SAN ANDRES DE TUMACO,1
2018-10-12,ANTIOQUIA,CACERES,1
2018-10-12,NORTE DE SANTANDER,TIBU,1
2018-10-12,NORTE DE SANTANDER,TEORAMA,1
2018-10-12,PUTUMAYO,PUERTO ASIS,6
2018-10-12,PUTUMAYO,LEGUIZAMO,1
2018-10-12,META,MAPIRIPAN,1
2018-10-12,NARIÑO,POLICARPA,3
2018-10-12,CAUCA,PAEZ,1
2018-10-12,CAUCA,EL TAMBO,1
2018-10-12,CAUCA,MIRANDA,1
2018-10-12,CAUCA,BUENOS AIRES,1
2018-10-12,CHOCÓ,SAN JOSE DEL PALMAR,1
2018-10-12,CAUCA,PATIA,1
2018-10-12,CUNDINAMARCA,YACOPI,1
2018-10-12,CAQUETÁ,MILAN,1
2018-10-12,NARIÑO,SAN ANDRES DE TUMACO,6
2018-10-12,NARIÑO,ROBERTO PAYAN,1
2018-10-13,ANTIOQUIA,CACERES,1
2018-10-13,NORTE DE SANTANDER,TEORAMA,1
2018-10-13,BOLÍVAR,SANTA ROSA DEL SUR,1
2018-10-13,BOLÍVAR,CANTAGALLO,1
2018-10-13,PUTUMAYO,LEGUIZAMO,3
2018-10-13,BOLÍVAR,SANTA ROSA,1
2018-10-13,CAUCA,PATIA,2
2018-10-13,VICHADA,CUMARIBO,2
2018-10-13,VALLE DEL CAUCA,JAMUNDI,1
2018-10-13,CAUCA,LOPEZ,2
2018-10-13,PUTUMAYO,PUERTO CAICEDO,1
2018-10-14,PUTUMAYO,PUERTO ASIS,2
2018-10-14,CHOCÓ,SAN JOSE DEL PALMAR,1
2018-10-14,CAUCA,EL TAMBO,1
2018-10-14,NARIÑO,SAN ANDRES DE TUMACO,1
2018-10-15,GUAVIARE,SAN JOSE DEL GUAVIARE,1
2018-10-15,NORTE DE SANTANDER,SARDINATA,1
2018-10-15,NORTE DE SANTANDER,TEORAMA,1
2018-10-15,META,PUERTO LLERAS,2
2018-10-15,PUTUMAYO,PUERTO ASIS,2
2018-10-15,BOLÍVAR,SAN PABLO,2
2018-10-15,GUAVIARE,MIRAFLORES,1
2018-10-15,CAUCA,BUENOS AIRES,4
2018-10-15,CHOCÓ,SAN JOSE DEL PALMAR,1
2018-10-15,CAUCA,TORIBIO,2
2018-10-16,GUAVIARE,SAN JOSE DEL GUAVIARE,11
2018-10-16,META,LA MACARENA,1
2018-10-16,NARIÑO,RICAURTE,2
2018-10-16,VICHADA,CUMARIBO,1
2018-10-16,CAUCA,TORIBIO,1
2018-10-16,NARIÑO,POLICARPA,1
2018-10-16,NARIÑO,OLAYA HERRERA,10
2018-10-17,GUAVIARE,SAN JOSE DEL GUAVIARE,1
2018-10-17,ANTIOQUIA,ITUANGO,1
2018-10-17,NORTE DE SANTANDER,SARDINATA,1
2018-10-17,CAQUETÁ,MILAN,1
2018-10-17,CAUCA,BUENOS AIRES,1
2018-10-17,META,MAPIRIPAN,7
2018-10-17,CESAR,SAN ALBERTO,1
2018-10-17,CAQUETÁ,LA MONTAÑITA,1
2018-10-17,NARIÑO,EL ROSARIO,1
2018-10-17,META,PUERTO LLERAS,1
2018-10-18,ANTIOQUIA,ZARAGOZA,1
2018-10-18,NORTE DE SANTANDER,CONVENCION,1
2018-10-18,NORTE DE SANTANDER,TIBU,1
2018-10-18,PUTUMAYO,PUERTO ASIS,1
2018-10-18,NARIÑO,POLICARPA,1
2018-10-18,CAUCA,CAJIBIO,1
2018-10-18,VALLE DEL CAUCA,JAMUNDI,1
2018-10-19,ANTIOQUIA,CACERES,2
2018-10-19,NORTE DE SANTANDER,SARDINATA,1
2018-10-19,NORTE DE SANTANDER,TEORAMA,1
2018-10-19,PUTUMAYO,PUERTO ASIS,2
2018-10-19,BOLÍVAR,NOROSI,1
2018-10-19,BOLÍVAR,CANTAGALLO,1
2018-10-19,CAUCA,BOLIVAR,1
2018-10-19,CAUCA,MORALES,1
2018-10-19,CAUCA,EL TAMBO,1
2018-10-19,NARIÑO,POLICARPA,1
2018-10-19,NARIÑO,SAN ANDRES DE TUMACO,11
2018-10-20,ANTIOQUIA,ITUANGO,1
2018-10-20,NORTE DE SANTANDER,CONVENCION,6
2018-10-20,NORTE DE SANTANDER,TIBU,1
2018-10-20,NARIÑO,IPIALES,15
2018-10-20,PUTUMAYO,VALLE DEL GUAMUEZ,19
2018-10-20,VAUPÉS,CARURU,1
2018-10-20,PUTUMAYO,PUERTO ASIS,1
2018-10-20,CAUCA,MORALES,1
2018-10-20,NARIÑO,POLICARPA,2
2018-10-20,NORTE DE SANTANDER,SALAZAR,1
2018-10-21,NORTE DE SANTANDER,CONVENCION,1
2018-10-21,NORTE DE SANTANDER,EL CARMEN,1
2018-10-21,CAUCA,BUENOS AIRES,2
2018-10-21,NORTE DE SANTANDER,SALAZAR,1
2018-10-21,PUTUMAYO,ORITO,9
2018-10-21,PUTUMAYO,LEGUIZAMO,4
2018-10-21,NARIÑO,POLICARPA,3
2018-10-22,GUAVIARE,EL RETORNO,1
