FECHA HECHO,COD_DEPTO,DEPARTAMENTO,COD_MUNI,MUNICIPIO,CANTIDAD,UNIDAD DE MEDIDA
02/09/2010 12:00:00 AM,50,META,50590,PUERTO RICO,1,UNIDAD
02/09/2010 12:00:00 AM,54,NORTE DE SANTANDER,54800,TEORAMA,4,UNIDAD
02/09/2010 12:00:00 AM,86,PUTUMAYO,86569,PUERTO CAICEDO,2,UNIDAD
02/09/2010 12:00:00 AM,52,NARIÑO,52835,SAN ANDRES DE TUMACO,1,UNIDAD
02/09/2010 12:00:00 AM,52,NARIÑO,52621,ROBERTO PAYAN,2,UNIDAD
02/10/2010 12:00:00 AM,86,PUTUMAYO,86573,LEGUIZAMO,1,UNIDAD
02/10/2010 12:00:00 AM,86,PUTUMAYO,86568,PUERTO ASIS,1,UNIDAD
02/10/2010 12:00:00 AM,99,VICHADA,99773,CUMARIBO,2,UNIDAD
02/10/2010 12:00:00 AM,25,CUNDINAMARCA,25572,PUERTO SALGAR,1,UNIDAD
02/10/2010 12:00:00 AM,52,NARIÑO,52678,SAMANIEGO,1,UNIDAD
02/10/2010 12:00:00 AM,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,1,UNIDAD
02/11/2010 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,2,UNIDAD
02/11/2010 12:00:00 AM,54,NORTE DE SANTANDER,54261,EL ZULIA,1,UNIDAD
02/11/2010 12:00:00 AM,52,NARIÑO,52835,SAN ANDRES DE TUMACO,1,UNIDAD
02/12/2010 12:00:00 AM,50,META,50590,PUERTO RICO,1,UNIDAD
02/12/2010 12:00:00 AM,95,GUAVIARE,95025,EL RETORNO,2,UNIDAD
02/12/2010 12:00:00 AM,05,ANTIOQUIA,05895,ZARAGOZA,1,UNIDAD
02/12/2010 12:00:00 AM,54,NORTE DE SANTANDER,54250,EL TARRA,2,UNIDAD
02/12/2010 12:00:00 AM,97,VAUPÉS,97161,CARURU,1,UNIDAD
02/12/2010 12:00:00 AM,19,CAUCA,19050,ARGELIA,2,UNIDAD
02/12/2010 12:00:00 AM,52,NARIÑO,52540,POLICARPA,1,UNIDAD
02/12/2010 12:00:00 AM,54,NORTE DE SANTANDER,54261,EL ZULIA,1,UNIDAD
02/13/2010 12:00:00 AM,27,CHOCÓ,27077,BAJO BAUDO,1,UNIDAD
02/13/2010 12:00:00 AM,97,VAUPÉS,97161,CARURU,1,UNIDAD
02/13/2010 12:00:00 AM,19,CAUCA,19100,BOLIVAR,1,UNIDAD
02/13/2010 12:00:00 AM,13,BOLÍVAR,13688,SANTA ROSA DEL SUR,1,UNIDAD
02/13/2010 12:00:00 AM,52,NARIÑO,52540,POLICARPA,1,UNIDAD
02/13/2010 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,1,UNIDAD
02/14/2010 12:00:00 AM,05,ANTIOQUIA,05361,ITUANGO,1,UNIDAD
02/14/2010 12:00:00 AM,05,ANTIOQUIA,05495,NECHI,1,UNIDAD
02/14/2010 12:00:00 AM,19,CAUCA,19212,CORINTO,1,UNIDAD
02/14/2010 12:00:00 AM,95,GUAVIARE,95200,MIRAFLORES,3,UNIDAD
02/16/2010 12:00:00 AM,18,CAQUETÁ,18592,PUERTO RICO,3,UNIDAD
02/16/2010 12:00:00 AM,19,CAUCA,19050,ARGELIA,1,UNIDAD
02/16/2010 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,1,UNIDAD
02/16/2010 12:00:00 AM,86,PUTUMAYO,86569,PUERTO CAICEDO,1,UNIDAD
02/16/2010 12:00:00 AM,52,NARIÑO,52835,SAN ANDRES DE TUMACO,4,UNIDAD
02/17/2010 12:00:00 AM,50,META,50350,LA MACARENA,1,UNIDAD
02/17/2010 12:00:00 AM,86,PUTUMAYO,86569,PUERTO CAICEDO,1,UNIDAD
02/17/2010 12:00:00 AM,97,VAUPÉS,97161,CARURU,1,UNIDAD
02/17/2010 12:00:00 AM,50,META,50325,MAPIRIPAN,1,UNIDAD
02/17/2010 12:00:00 AM,54,NORTE DE SANTANDER,54172,CHINACOTA,1,UNIDAD
02/17/2010 12:00:00 AM,54,NORTE DE SANTANDER,54820,TOLEDO,1,UNIDAD
02/17/2010 12:00:00 AM,86,PUTUMAYO,86885,VILLAGARZON,1,UNIDAD
02/17/2010 12:00:00 AM,52,NARIÑO,52835,SAN ANDRES DE TUMACO,1,UNIDAD
02/18/2010 12:00:00 AM,95,GUAVIARE,95001,SAN JOSE DEL GUAVIARE,1,UNIDAD
02/18/2010 12:00:00 AM,05,ANTIOQUIA,05790,TARAZA,1,UNIDAD
02/18/2010 12:00:00 AM,86,PUTUMAYO,86573,LEGUIZAMO,1,UNIDAD
02/18/2010 12:00:00 AM,19,CAUCA,19100,BOLIVAR,1,UNIDAD
02/18/2010 12:00:00 AM,19,CAUCA,19532,PATIA,1,UNIDAD
02/18/2010 12:00:00 AM,50,META,50313,GRANADA,1,UNIDAD
02/18/2010 12:00:00 AM,50,META,50325,MAPIRIPAN,2,UNIDAD
02/19/2010 12:00:00 AM,19,CAUCA,19318,GUAPI,1,UNIDAD
02/19/2010 12:00:00 AM,86,PUTUMAYO,86573,LEGUIZAMO,1,UNIDAD
02/19/2010 12:00:00 AM,54,NORTE DE SANTANDER,54498,OCAÑA,1,UNIDAD
02/19/2010 12:00:00 AM,19,CAUCA,19785,SUCRE,1,UNIDAD
02/19/2010 12:00:00 AM,50,META,50325,MAPIRIPAN,3,UNIDAD
02/20/2010 12:00:00 AM,05,ANTIOQUIA,05854,VALDIVIA,5,UNIDAD
02/20/2010 12:00:00 AM,86,PUTUMAYO,86568,PUERTO ASIS,1,UNIDAD
02/20/2010 12:00:00 AM,05,ANTIOQUIA,05660,SAN LUIS,1,UNIDAD
02/20/2010 12:00:00 AM,23,CÓRDOBA,23068,AYAPEL,1,UNIDAD
02/21/2010 12:00:00 AM,05,ANTIOQUIA,05790,TARAZA,1,UNIDAD
02/21/2010 12:00:00 AM,19,CAUCA,19050,ARGELIA,1,UNIDAD
02/21/2010 12:00:00 AM,50,META,50325,MAPIRIPAN,3,UNIDAD
02/21/2010 12:00:00 AM,54,NORTE DE SANTANDER,54174,CHITAGA,2,UNIDAD
02/22/2010 12:00:00 AM,50,META,50590,PUERTO RICO,1,UNIDAD
02/22/2010 12:00:00 AM,95,GUAVIARE,95015,CALAMAR,1,UNIDAD
02/22/2010 12:00:00 AM,54,NORTE DE SANTANDER,54344,HACARI,3,UNIDAD
02/22/2010 12:00:00 AM,50,META,50325,MAPIRIPAN,3,UNIDAD
02/22/2010 12:00:00 AM,50,META,50689,SAN MARTIN,1,UNIDAD
02/22/2010 12:00:00 AM,54,NORTE DE SANTANDER,54128,CACHIRA,1,UNIDAD
02/22/2010 12:00:00 AM,68,SANTANDER,68255,EL PLAYON,1,UNIDAD
02/23/2010 12:00:00 AM,05,ANTIOQUIA,05790,TARAZA,1,UNIDAD
02/23/2010 12:00:00 AM,19,CAUCA,19318,GUAPI,1,UNIDAD
02/24/2010 12:00:00 AM,76,VALLE DEL CAUCA,76834,TULUA,2,UNIDAD
02/24/2010 12:00:00 AM,86,PUTUMAYO,86320,ORITO,1,UNIDAD
02/24/2010 12:00:00 AM,19,CAUCA,19142,CALOTO,1,UNIDAD
02/25/2010 12:00:00 AM,91,AMAZONAS,91263,EL ENCANTO,1,UNIDAD
02/25/2010 12:00:00 AM,15,BOYACÁ,15572,PUERTO BOYACA,1,UNIDAD
02/25/2010 12:00:00 AM,18,CAQUETÁ,18247,EL DONCELLO,17,UNIDAD
02/25/2010 12:00:00 AM,54,NORTE DE SANTANDER,54128,CACHIRA,1,UNIDAD
02/25/2010 12:00:00 AM,52,NARIÑO,52835,SAN ANDRES DE TUMACO,1,UNIDAD
02/26/2010 12:00:00 AM,50,META,50590,PUERTO RICO,2,UNIDAD
02/26/2010 12:00:00 AM,05,ANTIOQUIA,05040,ANORI,1,UNIDAD
02/26/2010 12:00:00 AM,05,ANTIOQUIA,05854,VALDIVIA,3,UNIDAD
02/26/2010 12:00:00 AM,18,CAQUETÁ,18756,SOLANO,1,UNIDAD
02/26/2010 12:00:00 AM,76,VALLE DEL CAUCA,76364,JAMUNDI,1,UNIDAD
02/26/2010 12:00:00 AM,18,CAQUETÁ,18094,BELEN DE LOS ANDAQUIES,6,UNIDAD
02/26/2010 12:00:00 AM,19,CAUCA,19256,EL TAMBO,4,UNIDAD
02/26/2010 12:00:00 AM,52,NARIÑO,52254,EL PEÑOL,1,UNIDAD
02/26/2010 12:00:00 AM,52,NARIÑO,52256,EL ROSARIO,1,UNIDAD
02/26/2010 12:00:00 AM,52,NARIÑO,52250,EL CHARCO,1,UNIDAD
02/27/2010 12:00:00 AM,50,META,50590,PUERTO RICO,1,UNIDAD
02/27/2010 12:00:00 AM,95,GUAVIARE,95015,CALAMAR,3,UNIDAD
02/27/2010 12:00:00 AM,23,CÓRDOBA,23580,PUERTO LIBERTADOR,1,UNIDAD
02/27/2010 12:00:00 AM,05,ANTIOQUIA,05854,VALDIVIA,1,UNIDAD
02/27/2010 12:00:00 AM,86,PUTUMAYO,86320,ORITO,1,UNIDAD
02/27/2010 12:00:00 AM,86,PUTUMAYO,86757,SAN MIGUEL,227,UNIDAD
02/27/2010 12:00:00 AM,50,META,50325,MAPIRIPAN,1,UNIDAD
02/27/2010 12:00:00 AM,97,VAUPÉS,97161,CARURU,1,UNIDAD
02/27/2010 12:00:00 AM,52,NARIÑO,52621,ROBERTO PAYAN,1,UNIDAD
02/28/2010 12:00:00 AM,50,META,50590,PUERTO RICO,3,UNIDAD
02/28/2010 12:00:00 AM,52,NARIÑO,52520,FRANCISCO PIZARRO,1,UNIDAD
02/28/2010 12:00:00 AM,19,CAUCA,19809,TIMBIQUI,1,UNIDAD
02/28/2010 12:00:00 AM,19,CAUCA,19212,CORINTO,1,UNIDAD
02/28/2010 12:00:00 AM,52,NARIÑO,52835,SAN ANDRES DE TUMACO,1,UNIDAD
03/01/2010 12:00:00 AM,50,META,50590,PUERTO RICO,1,UNIDAD
03/01/2010 12:00:00 AM,95,GUAVIARE,95025,EL RETORNO,3,UNIDAD
03/01/2010 12:00:00 AM,05,ANTIOQUIA,05854,VALDIVIA,6,UNIDAD
03/01/2010 12:00:00 AM,18,CAQUETÁ,18756,SOLANO,3,UNIDAD
03/01/2010 12:00:00 AM,86,PUTUMAYO,86757,SAN MIGUEL,1,UNIDAD
03/01/2010 12:00:00 AM,68,SANTANDER,68573,PUERTO PARRA,1,UNIDAD
